Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Lupus Erythematosus, Systemic	C0024141	MAPK14	1432	Q16539	mitogen-activated protein kinase 14	Kinase	626	0.379	0.923	0.37466	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	CSF3	1440	P09919	colony stimulating factor 3		687	0.377	0.885	0.38046	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CSF3R	1441	Q99062	colony stimulating factor 3 receptor	Signaling	120	0.55	0.692	1.5225e-10	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	OR2AG1	144125	Q9H205	olfactory receptor family 2 subfamily AG member 1 (gene/pseudogene)	G-protein coupled receptor	100	0.582	0.808	3.1156e-11	0.01		1.0	1	0	2010.0	2010.0
Lupus Erythematosus, Systemic	C0024141	ZNF688	146542	P0C7X2	zinc finger protein 688	Transcription factor	2	0.931	0.154	7.0023e-06	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	TMC8	147138	Q8IU68	transmembrane channel like 8	Ion channel	35	0.705	0.231	1.1401e-14	0.01		1.0	1	0	2006.0	2006.0
Lupus Erythematosus, Systemic	C0024141	CTBP2	1488	P56545	C-terminal binding protein 2	Transcription factor	62	0.638	0.615	0.0013557	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	CTRL	1506	P40313	chymotrypsin like	Enzyme	76	0.599	0.846	1.0976e-09	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	CTSB	1508	P07858	cathepsin B	Enzyme	304	0.457	0.846	5.8819e-11	0.01		1.0	1	0	2020.0	2020.0
Lupus Erythematosus, Systemic	C0024141	CTSE	1510	P14091	cathepsin E	Enzyme	56	0.631	0.615	1.4371e-14	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	PLB1	151056	Q6P1J6	phospholipase B1		219	0.488	0.846	1.7315e-72	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	ZSWIM2	151112	Q8NEG5	zinc finger SWIM-type containing 2	Enzyme	4	0.931	0.154	3.8377e-15	0.01		0.0	1	0	2009.0	2009.0
Lupus Erythematosus, Systemic	C0024141	CTSK	1513	P43235	cathepsin K	Enzyme	221	0.497	0.808	3.0989e-05	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	CTSS	1520	P25774	cathepsin S	Enzyme	131	0.539	0.731	0.34178	0.01		1.0	1	0	2017.0	2017.0
