Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Lupus Erythematosus, Systemic	C0024141	DDX41	51428	Q9UJV9	DEAD-box helicase 41		54	0.636	0.538	5.5908e-08	0.1			0	0		
Lupus Erythematosus, Systemic	C0024141	IL23A	51561	Q9NPF7	interleukin 23 subunit alpha	Signaling	427	0.415	0.846	0.35806	0.1		0.909	11	0	2005.0	2019.0
Lupus Erythematosus, Systemic	C0024141	PLAT	5327	P00750	plasminogen activator, tissue type	Enzyme	392	0.445	0.885	5.6593e-05	0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	PLCL1	5334	Q15111	phospholipase C like 1 (inactive)	Enzyme	69	0.608	0.654	0.012059	0.1		1.0	1	2	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	PLD2	5338	O14939	phospholipase D2		75	0.617	0.654	4.1429e-27	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	ATP6V1G2	534	O95670	ATPase H+ transporting V1 subunit G2	Transporter	7	0.839	0.269	0.0028604	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	CDHR5	53841	Q9HBB8	cadherin related family member 5		18	0.729	0.423	7.7447e-19	0.1		1.0	2	3	2015.0	2017.0
Lupus Erythematosus, Systemic	C0024141	TLR9	54106	Q9NR96	toll like receptor 9		457	0.411	0.885	9.8117e-06	0.1		0.891	64	4	2005.0	2019.0
Lupus Erythematosus, Systemic	C0024141	KRT20	54474	P35900	keratin 20		559	0.388	0.846	9.0776e-11	0.1		1.0	10	0	2000.0	2019.0
Lupus Erythematosus, Systemic	C0024141	AHI1	54806	Q8N157	Abelson helper integration site 1		221	0.513	0.846	1.0773e-25	0.1		1.0	2	2	2015.0	2017.0
Lupus Erythematosus, Systemic	C0024141	NADSYN1	55191	Q6IA69	NAD synthetase 1		14	0.78	0.231	1.2527e-16	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	RNPC3	55599	Q96LT9	RNA binding region (RNP1, RRM) containing 3		73	0.608	0.731	0.00019596	0.1		0.952	21	0	1984.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CARMIL1	55604	Q5VZK9	capping protein regulator and myosin 1 linker 1	Transcription factor	37	0.722	0.5	0.033641	0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	PRKG1	5592	Q13976	protein kinase cGMP-dependent 1	Kinase	114	0.603	0.769	0.99938	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	MAPK1	5594	P28482	mitogen-activated protein kinase 1	Kinase	1059	0.33	0.923	0.99698	0.1		1.0	16	0	1999.0	2020.0
Lupus Erythematosus, Systemic	C0024141	PRSS1	5644	P07477	serine protease 1	Enzyme	117	0.563	0.692	4.1384e-11	0.1			0	0		
Lupus Erythematosus, Systemic	C0024141	CAMK1D	57118	Q8IU85	calcium/calmodulin dependent protein kinase ID	Kinase	28	0.743	0.423	0.9962	0.1		1.0	1	1	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	ZMIZ1	57178	Q9ULJ6	zinc finger MIZ-type containing 1		96	0.588	0.615	0.99937	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	PRR12	57479	Q9ULL5	proline rich 12		35	0.716	0.385	1.0	0.1		1.0	1	1	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	PVT1	5820		Pvt1 oncogene		190	0.495	0.731		0.1		1.0	1	2	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	RAB4A	5867	P20338	RAB4A, member RAS oncogene family		24	0.705	0.577	0.2026	0.1		1.0	10	0	1995.0	2020.0
Lupus Erythematosus, Systemic	C0024141	RAD51B	5890	O15315	RAD51 paralog B		126	0.556	0.769	2.079e-15	0.1		1.0	2	2	2015.0	2017.0
Lupus Erythematosus, Systemic	C0024141	BCL2	596	P10415	BCL2 apoptosis regulator	Signaling	1456	0.291	0.885	0.55903	0.1		1.0	25	0	1991.0	2020.0
Lupus Erythematosus, Systemic	C0024141	RNF5	6048	Q99942	ring finger protein 5	Enzyme	28	0.716	0.538	3.6989e-05	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	TRAPPC11	60684	Q7Z392	trafficking protein particle complex 11		79	0.65	0.5	4.5628e-10	0.1		1.0	1	1	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	RPS20	6224	P60866	ribosomal protein S20	Nucleic acid binding	86	0.61	0.692	0.020686	0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	ATXN1	6310	P54253	ataxin 1		218	0.534	0.769	0.97498	0.1		1.0	2	2	2016.0	2017.0
Lupus Erythematosus, Systemic	C0024141	CCL2	6347	P13500	C-C motif chemokine ligand 2	Signaling	1157	0.321	0.962	0.60786	0.1		0.893	28	0	2001.0	2020.0
Lupus Erythematosus, Systemic	C0024141	GPSM3	63940	Q9Y4H4	G protein signaling modulator 3		17	0.751	0.423	0.28641	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	ERAP2	64167	Q6P179	endoplasmic reticulum aminopeptidase 2	Enzyme	58	0.615	0.577	1.0028e-28	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	CARD9	64170	Q9H257	caspase recruitment domain family member 9		103	0.566	0.654	8.1491e-13	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	ZSCAN31	64288	Q96LW9	zinc finger and SCAN domain containing 31		19	0.76	0.346	3.647e-08	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	HNRNPA1P1	645950		heterogeneous nuclear ribonucleoprotein A1 pseudogene 1		3	0.931	0.154		0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	SMYD3	64754	Q9H7B4	SET and MYND domain containing 3	Epigenetic regulator	57	0.633	0.462	1.4438e-07	0.1		1.0	1	1	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	ILRUN	64771	Q9H6K1	inflammation and lipid regulator with UBA-like and NBR1-like domains		34	0.705	0.385	0.85127	0.1		1.0	1	1	2013.0	2013.0
Lupus Erythematosus, Systemic	C0024141	PAPOLG	64895	Q9BWT3	poly(A) polymerase gamma	Nucleic acid binding	6	0.821	0.231	0.9979	0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	SLC12A1	6557	Q13621	solute carrier family 12 member 1	Transporter	87	0.631	0.538	6.6809e-17	0.1		1.0	1	1	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	SMPD1	6609	P17405	sphingomyelin phosphodiesterase 1	Enzyme	247	0.499	0.885	3.8932e-10	0.1			0	0		
Lupus Erythematosus, Systemic	C0024141	SPINK1	6690	P00995	serine peptidase inhibitor Kazal type 1		216	0.492	0.808	0.31476	0.1			0	0		
Lupus Erythematosus, Systemic	C0024141	SRI	6717	P30626	sorcin		80	0.587	0.769	3.4837e-10	0.1		1.0	10	0	2017.0	2020.0
Lupus Erythematosus, Systemic	C0024141	TRIM21	6737	P19474	tripartite motif containing 21		229	0.485	0.808	3.3549e-09	0.1		0.964	55	0	1982.0	2019.0
Lupus Erythematosus, Systemic	C0024141	SSB	6741	P05455	small RNA binding exonuclease protection factor La	Nucleic acid binding	60	0.612	0.692	0.089615	0.1		0.957	23	0	1984.0	2019.0
Lupus Erythematosus, Systemic	C0024141	STAT1	6772	P42224	signal transducer and activator of transcription 1	Nucleic acid binding	531	0.399	0.885	0.99999	0.1		0.95	20	1	2007.0	2019.0
Lupus Erythematosus, Systemic	C0024141	STAT3	6774	P40763	signal transducer and activator of transcription 3	Nucleic acid binding	1193	0.32	0.923	1.0	0.1		1.0	13	0	2002.0	2019.0
Lupus Erythematosus, Systemic	C0024141	SUOX	6821	P51687	sulfite oxidase		67	0.638	0.615	9.399e-07	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	TCF19	6941	Q9Y242	transcription factor 19		33	0.674	0.692	0.00093832	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	BTK	695	Q06187	Bruton tyrosine kinase	Kinase	290	0.464	0.808	0.99996	0.1		0.929	14	0	2011.0	2019.0
Lupus Erythematosus, Systemic	C0024141	TCP11	6954	Q8WWU5	t-complex 11	Receptor	1	1.0	0.077	1.0587e-07	0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	TRBV20OR9-2	6962		T cell receptor beta variable 20/OR9-2 (non-functional)		456	0.403	0.923		0.1		1.0	30	0	1988.0	2019.0
Lupus Erythematosus, Systemic	C0024141	TGFB1	7040	P01137	transforming growth factor beta 1	Signaling	1558	0.287	0.962	0.03685	0.1		0.889	18	0	2003.0	2020.0
Lupus Erythematosus, Systemic	C0024141	TLR4	7099	O00206	toll like receptor 4		1174	0.321	0.962	4.6131e-09	0.1		0.875	16	2	2004.0	2018.0
Lupus Erythematosus, Systemic	C0024141	TNF	7124	P01375	tumor necrosis factor	Signaling	2724	0.231	0.962	0.8033	0.1		0.946	148	4	1990.0	2020.0
Lupus Erythematosus, Systemic	C0024141	TNFRSF1B	7133	P20333	TNF receptor superfamily member 1B		417	0.425	0.885	0.50201	0.1		0.875	16	2	1999.0	2018.0
Lupus Erythematosus, Systemic	C0024141	TPP2	7174	P29144	tripeptidyl peptidase 2	Enzyme	30	0.729	0.462	0.99912	0.1			0	0		
Lupus Erythematosus, Systemic	C0024141	INS-IGF2	723961	F8WCM5	INS-IGF2 readthrough		51	0.633	0.5	0.055811	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	C8A	731	P07357	complement C8 alpha chain		12	0.821	0.192	6.5536e-16	0.1			0	0		
Lupus Erythematosus, Systemic	C0024141	VDR	7421	P11473	vitamin D receptor	Nuclear receptor	852	0.352	0.885	1.6787e-05	0.1		0.897	29	8	2000.0	2019.0
Lupus Erythematosus, Systemic	C0024141	VEGFA	7422	P15692	vascular endothelial growth factor A	Signaling	1899	0.266	0.923	2.4085e-05	0.1		0.917	12	3	1996.0	2019.0
Lupus Erythematosus, Systemic	C0024141	ZNF76	7629	P36508	zinc finger protein 76		3	1.0	0.077	4.764e-19	0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	ZSCAN26	7741	Q16670	zinc finger and SCAN domain containing 26		2	0.931	0.115		0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	EVI5	7813	O60447	ecotropic viral integration site 5	Enzyme	22	0.743	0.346	1.9654e-11	0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	ST8SIA4	7903	Q92187	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4		117	0.546	0.846	0.00040145	0.1		1.0	1	1	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	BAG6	7917	P46379	BAG cochaperone 6	Enzyme modulator	40	0.674	0.615	1.0	0.1		1.0	1	3	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	GPANK1	7918	O95872	G-patch domain and ankyrin repeats 1		12	0.769	0.385	3.2444e-07	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	NELFE	7936	P18615	negative elongation factor complex member E		40	0.686	0.5	0.006895	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	ABHD8	79575	Q96I13	abhydrolase domain containing 8		4	0.861	0.192	0.97027	0.1		1.0	1	1	2013.0	2013.0
Lupus Erythematosus, Systemic	C0024141	CENPU	79682	Q71F23	centromere protein U		28	0.695	0.346	5.7948e-08	0.1		1.0	1	1	2009.0	2009.0
Lupus Erythematosus, Systemic	C0024141	ANKRD55	79722	Q3KP44	ankyrin repeat domain 55		46	0.65	0.462	6.7577e-08	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	SCUBE1	80274	Q8IWY4	signal peptide, CUB domain and EGF like domain containing 1	Extracellular structure	23	0.743	0.5	0.96076	0.1		1.0	1	1	2008.0	2008.0
Lupus Erythematosus, Systemic	C0024141	RNF39	80352	Q9H2S5	ring finger protein 39		16	0.76	0.538	2.0207e-05	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	SLC44A4	80736	Q53GD3	solute carrier family 44 member 4	Transporter	39	0.678	0.615	1.0036e-14	0.1		1.0	2	5	2014.0	2015.0
Lupus Erythematosus, Systemic	C0024141	VWA7	80737	Q9Y334	von Willebrand factor A domain containing 7		6	0.839	0.308	2.3119e-11	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	LY6G6C	80740	O95867	lymphocyte antigen 6 family member G6C		7	0.821	0.385	0.00049312	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	KMT2D	8085	O14686	lysine methyltransferase 2D		320	0.465	0.808	1.0	0.1			0	1		
Lupus Erythematosus, Systemic	C0024141	CALR	811	P27797	calreticulin	Calcium-binding protein	487	0.413	0.923	0.89133	0.1		0.944	18	1	1982.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CDR3	8163		Cerebellar degeneration-related autoantigen-3		233	0.472	0.808		0.1		0.9	10	0	1997.0	2017.0
Lupus Erythematosus, Systemic	C0024141	OR5V1	81696	Q9UGF6	olfactory receptor family 5 subfamily V member 1	G-protein coupled receptor	23	0.769	0.385	0.013153	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	OR12D3	81797	Q9UGF7	olfactory receptor family 12 subfamily D member 3	G-protein coupled receptor	27	0.743	0.385	0.0078534	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	H2BC15	8341	Q99877	H2B clustered histone 15	Nucleic acid binding	6	0.861	0.192	0.00049469	0.1		1.0	1	4	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	FAM167A-AS1	83656	Q96KT0	FAM167A antisense RNA 1		5	0.931	0.231	0.037394	0.1		1.0	1	1	2008.0	2008.0
Lupus Erythematosus, Systemic	C0024141	ATRIP	84126	Q8WXE1	ATR interacting protein		54	0.666	0.692	1.9918e-05	0.1			0	10		
Lupus Erythematosus, Systemic	C0024141	MIEN1	84299	Q9BRT3	migration and invasion enhancer 1		24	0.751	0.269	0.55257	0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	PGBD1	84547	Q96JS3	piggyBac transposable element derived 1		7	0.821	0.269	4.7252e-10	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	DDO	8528	Q99489	D-aspartate oxidase		11	0.805	0.231	8.3982e-10	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	BARX2	8538	Q9UMQ3	BARX homeobox 2	Transcription factor	24	0.716	0.5	0.21157	0.1		1.0	1	1	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	NKD1	85407	Q969G9	NKD inhibitor of WNT signaling pathway 1		58	0.621	0.385	0.99344	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	TNFSF13	8741	O75888	TNF superfamily member 13		189	0.499	0.769	0.81724	0.1		1.0	19	2	2003.0	2019.0
Lupus Erythematosus, Systemic	C0024141	ADAM15	8751	Q13444	ADAM metallopeptidase domain 15	Enzyme	59	0.626	0.577	2.4409e-16	0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	IL18RAP	8807	O95256	interleukin 18 receptor accessory protein	Receptor	41	0.674	0.577	0.0021796	0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	STK19	8859	P49842	serine/threonine kinase 19		28	0.691	0.5	6.7428e-09	0.1		1.0	1	2	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	SKAP2	8935	O75563	src kinase associated phosphoprotein 2		49	0.653	0.577	0.0012836	0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	KALRN	8997	O60229	kalirin RhoGEF kinase	Kinase	59	0.644	0.654	1.0	0.1		1.0	1	1	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	AP5B1	91056	Q2VPB7	adaptor related protein complex 5 subunit beta 1		10	0.769	0.5	4.2746e-11	0.1		1.0	1	1	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	ANKRD30A	91074	Q9BXX3	ankyrin repeat domain 30A		36	0.678	0.346	2.685e-45	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	ANKRD44	91526	Q8N8A2	ankyrin repeat domain 44		10	0.78	0.269	0.33657	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	CD19	930	P15391	CD19 molecule		365	0.43	0.885	0.90496	0.1		1.0	24	1	1998.0	2019.0
Lupus Erythematosus, Systemic	C0024141	MS4A1	931	P11836	membrane spanning 4-domains A1	Receptor	451	0.411	0.846	5.0781e-05	0.1		1.0	10	0	2000.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CD28	940	P10747	CD28 molecule		364	0.436	0.885	0.35779	0.1		1.0	23	0	1994.0	2018.0
Lupus Erythematosus, Systemic	C0024141	SCARB1	949	Q8WTV0	scavenger receptor class B member 1	Receptor	116	0.559	0.731	0.066228	0.1		1.0	1	1	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	CD70	970	P32970	CD70 molecule		127	0.542	0.692	0.010394	0.1		0.952	21	0	2004.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CXCL13	10563	O43927	C-X-C motif chemokine ligand 13	Signaling	246	0.472	0.731	0.82566	0.09		0.889	9	0	2010.0	2020.0
Lupus Erythematosus, Systemic	C0024141	F5	2153	P12259	coagulation factor V	Enzyme	369	0.441	0.846	5.919e-15	0.09		0.889	9	0	1996.0	2012.0
Lupus Erythematosus, Systemic	C0024141	GSTT1	2952	P30711	glutathione S-transferase theta 1		541	0.393	0.923	0.00014834	0.09		0.889	9	0	2005.0	2017.0
Lupus Erythematosus, Systemic	C0024141	KLK3	354	P07288	kallikrein related peptidase 3	Enzyme	358	0.443	0.885	4.4271e-06	0.09		1.0	9	0	2009.0	2019.0
Lupus Erythematosus, Systemic	C0024141	IL9	3578	P15248	interleukin 9		291	0.461	0.846	8.1087e-07	0.09		1.0	9	0	1999.0	2020.0
Lupus Erythematosus, Systemic	C0024141	ABCB1	5243	P08183	ATP binding cassette subfamily B member 1	Transporter	933	0.344	0.885	1.2564e-05	0.09		1.0	9	3	2000.0	2018.0
Lupus Erythematosus, Systemic	C0024141	PON1	5444	P27169	paraoxonase 1		496	0.409	0.885	9.8142e-11	0.09		1.0	9	2	2006.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CCL5	6352	P13501	C-C motif chemokine ligand 5	Signaling	514	0.403	0.885	0.0017516	0.09		1.0	9	0	2003.0	2019.0
Lupus Erythematosus, Systemic	C0024141	SLAMF1	6504	Q13291	signaling lymphocytic activation molecule family member 1		70	0.612	0.615	0.0070368	0.09		1.0	9	0	2010.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CD27	939	P26842	CD27 molecule		154	0.517	0.692	0.010011	0.09		1.0	9	0	2000.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CD44	960	P16070	CD44 molecule (Indian blood group)		711	0.363	0.962	2.4476e-07	0.09		0.778	9	0	2002.0	2019.0
Lupus Erythematosus, Systemic	C0024141	SH2B2	10603	O14492	SH2B adaptor protein 2		59	0.623	0.731	1.4932e-05	0.08		1.0	8	0	2009.0	2019.0
Lupus Erythematosus, Systemic	C0024141	DNMT3A	1788	Q9Y6K1	DNA methyltransferase 3 alpha		350	0.445	0.846	7.3538e-39	0.08		0.75	8	1	2011.0	2018.0
Lupus Erythematosus, Systemic	C0024141	EZH2	2146	Q15910	enhancer of zeste 2 polycomb repressive complex 2 subunit	Epigenetic regulator	653	0.376	0.885	1.0	0.08		1.0	8	0	2008.0	2020.0
Lupus Erythematosus, Systemic	C0024141	F2	2147	P00734	coagulation factor II, thrombin	Enzyme	490	0.415	0.885	0.0011118	0.08		1.0	8	3	2001.0	2018.0
Lupus Erythematosus, Systemic	C0024141	FLI1	2313	Q01543	Fli-1 proto-oncogene, ETS transcription factor	Transcription factor	318	0.468	0.692	0.9894	0.08		1.0	8	0	1995.0	2016.0
Lupus Erythematosus, Systemic	C0024141	IL37	27178	Q9NZH6	interleukin 37		280	0.459	0.846	0.00012343	0.08		1.0	8	0	2005.0	2020.0
Lupus Erythematosus, Systemic	C0024141	HPGDS	27306	O60760	hematopoietic prostaglandin D synthase		570	0.388	0.923	1.8063e-06	0.08		1.0	8	0	2003.0	2019.0
Lupus Erythematosus, Systemic	C0024141	HLA-C	3107	P10321	major histocompatibility complex, class I, C		435	0.415	0.846	1.5695e-06	0.08		1.0	8	0	1995.0	2016.0
Lupus Erythematosus, Systemic	C0024141	IFNB1	3456	P01574	interferon beta 1		426	0.421	0.846		0.08		0.875	8	0	2007.0	2019.0
Lupus Erythematosus, Systemic	C0024141	ITGB2	3689	P05107	integrin subunit beta 2	Receptor	340	0.444	0.923	5.0817e-15	0.08		0.875	8	0	1987.0	2018.0
Lupus Erythematosus, Systemic	C0024141	MTHFR	4524	P42898	methylenetetrahydrofolate reductase		985	0.337	0.885	3.2068e-10	0.08		0.875	8	3	2000.0	2019.0
Lupus Erythematosus, Systemic	C0024141	SERPINE1	5054	P05121	serpin family E member 1	Enzyme modulator	770	0.359	0.885	0.043609	0.08		0.75	8	0	2001.0	2020.0
Lupus Erythematosus, Systemic	C0024141	BCR	613	P11274	BCR activator of RhoGEF and GTPase	Enzyme modulator	392	0.431	0.885	0.98761	0.08		1.0	8	0	2009.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CXCR5	643	P32302	C-X-C motif chemokine receptor 5	G-protein coupled receptor	146	0.524	0.769	0.72861	0.08		1.0	8	0	2003.0	2020.0
Lupus Erythematosus, Systemic	C0024141	TP53BP1	7158	Q12888	tumor protein p53 binding protein 1	Epigenetic regulator	158	0.52	0.731	0.99985	0.08		1.0	8	0	2002.0	2018.0
Lupus Erythematosus, Systemic	C0024141	CAMK4	814	Q16566	calcium/calmodulin dependent protein kinase IV	Kinase	69	0.621	0.654	0.50957	0.08		1.0	8	0	2005.0	2019.0
Lupus Erythematosus, Systemic	C0024141	FAM167A	83648	Q96KS9	family with sequence similarity 167 member A		31	0.678	0.692	1.0164e-11	0.08		1.0	8	0	2008.0	2014.0
Lupus Erythematosus, Systemic	C0024141	CD14	929	P08571	CD14 molecule		551	0.392	0.885	4.8813e-05	0.08		1.0	8	0	2003.0	2015.0
Lupus Erythematosus, Systemic	C0024141	CD22	933	P20273	CD22 molecule		106	0.556	0.615	0.8044	0.08		1.0	8	1	1999.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CD38	952	P28907	CD38 molecule	Enzyme	473	0.407	0.885	2.3129e-06	0.08		1.0	8	0	2000.0	2019.0
Lupus Erythematosus, Systemic	C0024141	NLRP3	114548	Q96P20	NLR family pyrin domain containing 3		805	0.361	0.962	0.00081103	0.07		1.0	7	0	2012.0	2020.0
Lupus Erythematosus, Systemic	C0024141	CXCR3	2833	P49682	C-X-C motif chemokine receptor 3	G-protein coupled receptor	367	0.436	0.808	0.181	0.07		0.857	7	2	2009.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CD274	29126	Q9NZQ7	CD274 molecule	Receptor	1011	0.324	0.923	0.01916	0.07		1.0	7	0	2009.0	2019.0
Lupus Erythematosus, Systemic	C0024141	GSTM1	2944	P09488	glutathione S-transferase mu 1		627	0.38	0.923	0.0020641	0.07		0.714	7	0	2001.0	2016.0
Lupus Erythematosus, Systemic	C0024141	ICOS	29851	Q9Y6W8	inducible T cell costimulator		193	0.502	0.731	0.031284	0.07		1.0	7	0	2005.0	2020.0
Lupus Erythematosus, Systemic	C0024141	CFH	3075	P08603	complement factor H		393	0.441	0.885	0.86061	0.07		1.0	7	4	2011.0	2018.0
Lupus Erythematosus, Systemic	C0024141	HRES1	3272	P13985	HTLV-1 related endogenous sequence		54	0.636	0.615		0.07		1.0	7	0	1995.0	2014.0
Lupus Erythematosus, Systemic	C0024141	HSPA4	3308	P34932	heat shock protein family A (Hsp70) member 4		550	0.394	0.923	0.99954	0.07		1.0	7	0	1992.0	2019.0
Lupus Erythematosus, Systemic	C0024141	ICAM1	3383	P05362	intercellular adhesion molecule 1		737	0.364	0.962	0.035295	0.07		1.0	7	1	1995.0	2017.0
Lupus Erythematosus, Systemic	C0024141	AQP4	361	P55087	aquaporin 4	Ion channel	311	0.456	0.885	0.0022919	0.07		0.857	7	0	2015.0	2019.0
Lupus Erythematosus, Systemic	C0024141	KIR3DL2	3812	P43630	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2	Receptor	118	0.543	0.769	6.0804e-12	0.07		1.0	7	0	2008.0	2018.0
Lupus Erythematosus, Systemic	C0024141	SH2D1A	4068	O60880	SH2 domain containing 1A		160	0.525	0.731	0.38935	0.07		1.0	7	1	2001.0	2019.0
Lupus Erythematosus, Systemic	C0024141	MFGE8	4240	Q08431	milk fat globule-EGF factor 8 protein	Enzyme	120	0.548	0.808	4.3953e-05	0.07		1.0	7	4	2008.0	2019.0
Lupus Erythematosus, Systemic	C0024141	MPO	4353	P05164	myeloperoxidase	Enzyme	653	0.377	0.923	7.105e-15	0.07		0.857	7	0	1994.0	2019.0
Lupus Erythematosus, Systemic	C0024141	P2RX7	5027	Q99572	purinergic receptor P2X 7	Ion channel	337	0.45	0.808	3.3344e-11	0.07		0.857	7	3	2005.0	2019.0
Lupus Erythematosus, Systemic	C0024141	PTPA	5524	Q15257	protein phosphatase 2 phosphatase activator	Enzyme modulator	245	0.48	0.846	0.99057	0.07		1.0	7	0	2005.0	2019.0
Lupus Erythematosus, Systemic	C0024141	MAVS	57506	Q7Z434	mitochondrial antiviral signaling protein		82	0.585	0.692	6.7045e-07	0.07		0.857	7	2	2011.0	2019.0
Lupus Erythematosus, Systemic	C0024141	LSM2	57819	Q9Y333	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	Nucleic acid binding	42	0.65	0.577	2.4045e-05	0.07		1.0	7	0	1983.0	2017.0
Lupus Erythematosus, Systemic	C0024141	CXCL12	6387	P48061	C-X-C motif chemokine ligand 12		626	0.379	0.846	0.11851	0.07		0.857	7	1	2007.0	2017.0
Lupus Erythematosus, Systemic	C0024141	SOAT1	6646	P35610	sterol O-acyltransferase 1	Enzyme	389	0.424	0.846	7.3621e-10	0.07		1.0	7	0	2011.0	2019.0
Lupus Erythematosus, Systemic	C0024141	TAP2	6891	Q03519	transporter 2, ATP binding cassette subfamily B member	Transporter	155	0.517	0.808	6.8911e-11	0.07		1.0	7	1	1994.0	2009.0
Lupus Erythematosus, Systemic	C0024141	TLR2	7097	O60603	toll like receptor 2		749	0.361	0.923	1.0152e-06	0.07		0.857	7	2	2004.0	2016.0
Lupus Erythematosus, Systemic	C0024141	TLR3	7098	O15455	toll like receptor 3	Receptor	393	0.427	0.885	1.6349e-07	0.07		1.0	7	1	2012.0	2018.0
Lupus Erythematosus, Systemic	C0024141	TPMT	7172	P51580	thiopurine S-methyltransferase		83	0.593	0.692	7.1064e-06	0.07		1.0	7	0	1999.0	2018.0
